sentence,difficulty
Je vis chez Gérarda avec ma fille depuis deux ans.,A1
"On peut encore se promener dans les bois, et admirer toutes les couleurs chaleureuses comme le rouge, l'orange et le jaune",A1
Je mange une pomme.,A1
Cette histoire ne ressemble pas à celle de Vacances romaines.,A1
J'ai quatre pattes,A1
Elle passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
À dimanche!,A1
J'aime beaucoup ce manteau noir.,A1
Londres est différent de Paris.,A1
Mes parents habitent dans un immeuble près de chez moi,A1
Francis ne viendra pas en cours aujourd'hui.,A1
Tu fais tes devoirs.,A1
Je vais ensuite prendre ma douche dans ma salle-de-bain,A1
Alors on se tient au courant pour samedi prochain ?,A1
"Ne quittez pas, je vous passe Marc Lebrun.",A1
"En général, je me lève assez tôt tous les matins",A1
Ils sont arrivés samedi matin et ils ont visité la ville toute la journée,A1
Sa voiture rouge est très rapide.,A1
Bonne semaine et à bientôt Merci beaucoup Lida !,A1
"Nous parlons français lorsque nous sommes dehors, à l'école ou au marché",A1
"J'habite au Niger, et vous ?",A1
Elle passe aussi à la boulangerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner,A1
Un rêve d'enfant réalisé.,A1
Sauf si je dois compter jusqu'à 5.,A1
"Elle, c'est Gérarda, elle a 85 ans, et elle vit avec Séverine, 36 ans et sa fille Kéline de 8 ans.",A1
On doit toujours écouter ses parents,A1
Je profite aussi du petit-déjeuner pour lire les infos en ligne,A1
Elle regrette de devoir beaucoup travailler,A1
Elle apprécie le quartier dans lequel elle vit.,A1
"Je m'appelle Angélica Summer, j'ai 12 ans et je suis canadienne.",A1
Faites des groupes de trois personnes.,A1
"Cet après-midi, mes amis et moi allons au cinéma.",A1
"Miaou, je veux rentrer à la maison, chez Jules.",A1
J'aime les voyages et la littérature russe.,A1
"Dani, est-ce que tu t'es inscrite à ton concours administratif ?",A1
Jean a une copine.,A1
Nous vous remercions de voyager sur la compagnie France Air.,A1
Il achète des légumes et des fruits.,A1
Elle fait des bons gâteaux,A1
Ils se sont beaucoup promenés,A1
Ma mère s'appelle Marie.,A1
"Merci, bon voyage.",A1
Il choisit toujours une grande chambre,A1
J'ai eu un week-end un peu spécial.,A1
"Nicolas va se marier, pour la deuxième fois.",A1
Le parc national de Chamonix a besoin de 5 guides pour l'été.,A1
Quelle est votre profession ?,A1
Papa raconte une histoire aux enfants pour les endormir.,A1
Il faut alors prendre le métro durant vingt minutes avant d'arriver devant l'école.,A1
Le Canada se trouve au nord de l'amerique,A1
Nous nageons dans la piscine.,A1
La Fête des mères est un jour très spécial durant lequel les mamans sont mises à l'honneur.,A1
Elle parle anglais et français et elle étudie l'espagnol,A1
Elle partage un appartement avec deux garçons.,A1
J'aime courir sous la pluie.,A1
"Alors qu'elle revenait du marché à travers la brousse, une femme laisse tomber une cruche et continue son chemin sans s'apercevoir de rien.",A1
"Le restaurant ""Bon appétit"" recherche des serveurs pour l'été.",A1
J'aime beaucoup ceux avec la tour Eiffel.,A1
Nous commençons un nouveau cours,A1
Max ira à l'université l'année prochaine.,A1
"J'ai hâte que tu viennes me rendre visite le mois prochain, pour te montrer mes endroits préférés",A1
Nous les mangeons ensemble le samedi soir.,A1
Je vais prendre le steak frites.,A1
"Lave bien le pot de yaourt, il doit être propre!",A1
"Il est agréable de se promener pour observer les papillons, les abeilles et écouter le chant des oiseaux.",A1
Je suis née aux Pays-Bas,A1
Mon mari est éditeur.,A1
Ma soeur préfère aller à la plage pour lire et bronzer.,A1
Alors voici ta chambre.,A1
"L'orange est la couleur de certains fruits, comme l'orange qui porte son nom, la clémentine ou l'abricot.",A1
Les voici en sept points.,A1
"Le rouge, le jaune et le bleu sont les trois couleurs primaires.",A1
"Mes frères et moi parlons français, italien et allemand à la maison",A1
Elle est belge.,A1
Tu aimes ma nouvelle robe ?,A1
"C'est la couleur de nombreux fruits et légumes, comme les tomates, les fraises ou les cerises.",A1
"Cet après-midi, avec mes amis nous allons au cinéma.",A1
Vous êtes française.,A1
Le prof de planche à voile est agréable.,A1
"Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée",A1
Où irons-nous en vacances l'année prochaine ?,A1
"Albert, Folio, venez me faire un gros câlin, je suis si heureux !",A1
je me réveille tous les jpurs à 6 heures et quart.,A1
"Chaque matin, je prends mon petit déjeuner à 8 heures.",A1
Il parle italien et anglais,A1
"Bonjour, je m'appelle Igor",A1
"Avec la peinture, faits des dessins sur le pot.",A1
Pourquoi as-tu quitté Limoges ?,A1
Pour six personnes.,A1
J'habite à New York.,A1
"Voilà, monsieur",A1
Je travaille de 9 heures à 12 heures.,A1
"Aujourd'hui, on est samedi, nous rendons visite à notre grand-mère",A1
"Bonjour, je voudrais deux kilos de fraises et un kilo de haricots.",A1
Je suis débutante.,A1
Julie : merci bien.,A1
Pourquoi l'oisillon se retrouve-t-il seul dans la forêt ?,A1
"Et bien sûr, nous irons faire du shopping à Oxford Street et dans le quartier de Covent Garden",A1
On fait réparer ses chaussures,A1
Salue tes parents de ma part,A1
Fais attention!,A1
Elle veut travailler avec des étrangers et elle peut parfois travailler le week-end,A1
Travaillez par groupe de deux personnes.,A1
Ma fille fait parfois des gâteaux avec sa grand-mère le samedi après-midi.,A1
Qui a pris les 100 euros ?,A1
"Waf, waf, je veux rentrer à la maison, chez Alice.",A1
Vous êtes marié(e) ?,A1
"L'après-midi, elle se promène dans la campagne, ou elle explore la région",A1
Où habites-tu ?,A1
Grand Dieu !,A1
Parlez-moi d'une journée habituelle.,A1
Prends un pot de yaourt en verre.,A1
"A Barcelone, mes parents ont réservé un appartement près de la plage",A1
Les hommes les entourent.,A1
Envoie-moi un mot pour confirmer votre présence.,A1
Je vais prendre une tarte aux fraises.,A1
Bons baisers de la Réunion où nous passons quelques jours de vacances.,A1
Il porte aussi des lunettes rouges,A1
Virginie adore les vacances à la mer,A1
J'habite un quartier calme,A1
Tapez votre message sur les touches de votre téléphone,A1
Domi était très contente de découvrir ce monde magnifique.,A1
Mets la bougie dans le pot.,A1
Je vais prendre la formule à 15 euros.,A1
"Elles m'ont promis de me faire découvrir tout Londres : nous visiterons les musées, les monuments et les parcs",A1
Un saison parfaite pour les sorcières,A1
"Ma soeur s'appelle Laura, elle a treize ans.",A1
Bonjour Abdel et merci pour ton message !,A1
"Mon réveil sonne à six heures et demie, je me rendors pendant un quart d'heure, et je me lève vers sept heures moins le quart",A1
Tu manges beaucoup.,A1
Salut!,A1
Il joue au football depuis cinq ans.,A1
Où habitez-vous ?,A1
Le jour de l'An correspond au 1 janvier.,A1
"Il vit à Paris avec ses parents et sa petite soeur Julie, âgée de 8 ans.",A1
"Ainsi, Pierre a le privilège d'admirer chaque jour l'un des monuments les plus visités au monde",A1
Bonne chance !,A1
Bonne idée.,A1
Mais c'est tout.,A2
Qu'est-ce que vous voulez ?,A2
"Et bien, pourquoi pas ?",A2
"Oui, je vais le faire !",A2
Mais ce n'est pas le cas,A2
C'est un problème et on ne sait pas ce qu'on va faire,A2
Est-ce que tu veux que je regarde avec toi ?,A2
"Et toi, ça va ?",A2
Mais si on n'a pas les moyens de le faire on le fera pas.,A2
"Ce n'est pas l'idéal, mais on n'a pas le choix",A2
"Maintenant que je le connais, je n'ai plus peur !",A2
Il ne peut en rester qu'un.,A2
"Bon, peut-être qu'il y en pas encore beaucoup mais de plus en plus.",A2
Il pense qu'elle ne peut pas tout faire.,A2
C'est le but !,A2
C'est comme ça tous les jours.,A2
Y en a beaucoup comme ça ?,A2
Moi je suis pas vraiment d'accord avec ce que dit Monsieur.,A2
"Ce n'était pas le cas il y a cent ans, et c'est très bien.",A2
Moi je pense que l'école ne peut pas tout faire.,A2
C'est grâce à elle que j'en suis arrivé là.,A2
On n'a pas peur de travailler.,A2
"Pour moi, tout va bien.",A2
Même si je sais que c'est le repas le plus important de la journée.,A2
C'est peut-être ça que vous cherchez ?,A2
Je ne sais pas ; pas beaucoup peut-être ; pas assez en tout cas.,A2
"Non, bien sûr que non.",A2
"Non il ne l'a pas encore reconnu, je crois.",A2
Ce qu'il y a dans la serviette.,A2
C'est maintenant ou jamais.,A2
"J'ai une arme, et toi non.",A2
"C'est génial, j'ai tout vu avant vous !",A2
"Le paradis, je vous le dis.",A2
L'école ne peut pas tout faire.,A2
"Je n'ai pas vraiment d'appétit le matin, même si je sais que c'est le repas le plus important de la journée",A2
Ce n'est pas facile à vivre.,A2
C'est une question de point de vue.,A2
Je ne sais pas si j'ai assez d'argent pour vous accompagner,A2
"Oui, mais ce n'est pas trop long ?",A2
Je suis tout à fait d'accord avec la jeune fille.,A2
"En plus, je ne m'entends pas très bien avec ma mère.",A2
Le chien n'est pas le seul à apprendre !,A2
"Moi, c'est que par rapport à mon nom de famille",A2
On est dans un monde de l'immédiat,A2
C'est l'école qui doit le trouver.,A2
C'est toujours un plaisir de vous écouter.,A2
"Très bien, et est-ce que vous avez un téléphone portable ?",A2
"Pour d'autres, pas le choix",A2
Il a un appartement,A2
Je crois que c'est surtout pour me faire plaisir.,A2
"Le reste, ça ne m'intéresse pas du tout",A2
Il ne m'adresse plus la parole et je ne lui parle pas non plus.,A2
Je ne fais pas grand-chose à la maison.,A2
"C'est vraiment pas un métier pour moi, c'est vraiment une passion !",A2
"Alors, qu'est-ce qu'on leur donne là ?",A2
J'ai vu Christine et elle m'a dit que tout va bien pour toi.,A2
"Je vois bien que tu es triste, tu ne dis rien, tu ne souris pas.",A2
Il faudra bien que quelqu'un aide le petit à le faire.,A2
"En général, c'est à ce moment-là que je me rends compte que je suis en retard",A2
"Et je me demande ce que je vais faire le jour où je pourrai plus faire le spectacle, car c'est ma vie.",A2
"Quand j'écoute ma musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois",A2
Je ne veux plus le voir parce qu'on s'est disputés la dernière fois que l'on s'est vus.,A2
On ne peut pas demander à l'école de tout changer.,A2
"Pas de diplôme, pas de boulot.",A2
Tout le contraire de moi.,A2
Mais je pense qu'il m'aide beaucoup.,A2
"Je sais qu'elle est souvent seule à la maison, et que le soir il rentre très tard.",A2
Je ne trouve pas les livres que j'ai pris à la bibliothèque.,A2
C'est la belle qui a tué la bête.,A2
Vous avez bien entendu ce que le professeur a dit avant?,A2
J'ai mis tout ce que j'avais dans ce projet.,A2
C'est bizarre que ça arrive juste maintenant.,A2
"Vous savez, moi je ne crois pas qu'il y ait de bonne ou de mauvaise situation.",A2
"J'ai pas peur de dire ""non"" après c'est vraiment une question de feeling",A2
Je n'ai pas de leçons à recevoir.,A2
Je n'avais jamais vu ça avant !,A2
C'est la jungle.,A2
"Oui, merci, c'est gentil !",A2
Il ne faut pas toujours aller les demander à la société.,A2
"Ce n'est pas grave, on va manger autre chose.",A2
Il y a beaucoup de pièces,A2
"Vous savez, je ne l'utilise que pour les cas d'urgence !",A2
"Je ne peux pas vous laisser dire cela, Madame.",A2
"Ou plutôt, il ne se la pose plus : il n'aime pas l'école, il la déteste.",A2
"Il y a un an, j'ai décidé de ne plus manger de viande.",A2
Je suis content car je ne le vois pas souvent,A2
"Vous prônez une ouverture de l'école sur le monde d'aujourd'hui, je suis tout à fait d'accord avec vous.",A2
"Tu ne mérites pas d'en manger, dit l'autre.",A2
"Merci, à vous aussi, au revoir.",A2
"L'après-midi, j'ai encore beaucoup de choses à faire",A2
Ça faisait longtemps que je ne m'étais pas fait plaisir.,A2
Elle n'aime pas les gens que je fréquente.,A2
"Il faut le faire, mais ça prendra du temps.",A2
Ça fait un moment que je n'ai pas appelé mes parents pour prendre de leurs nouvelles.,A2
"Le jeudi est comme le mardi, on ne fait qu'aller à l'école.",A2
C'est très gentil de sa part !,A2
Mais pas de maison de poupées,A2
"Jamais, moi je parlerai comme ça de mon père.",A2
"Les filles de la classe, il n'y a que la mode qui les intéresse, et les histoires de garçons.",A2
Je vais à l'école pendant la journée.,A2
Mon père est mort ici.,A2
"Oh tu sais, au début ce n'était pas facile.",A2
"Et toi, quand est-ce que tu rentres à Tours",A2
Comment est-ce que je me sens ? J'ai peur d'une nouvelle éruption,A2
"Aujourd'hui , c'est plus possible.",A2
"C'est une bonne nouvelle, mais comment je vais faire dans une si grande ville alors que j'adore la nature?",A2
Mais la musique m'a donné mal à la tête,A2
"Je ne nie pas que parfois, c'est ma faute.",A2
"C'est un immeuble gris, pas très loin de l'école et de chez moi.",A2
On a passé le reste de la journée à faire les boutiques.,A2
Mais le marché est loin de leur maison et ils ne peuvent pas y aller à pied.,A2
"Non, bien sûr ; mais ce que je veux dire c'est que nos préoccupations ont changé.",A2
Je veux espérer qu'il n'a pas vu l'affiche !,A2
"On a envie de savoir, de comprendre et de se détendre.",A2
"Aujourd'hui, je ne sors pas parce qu'il y a une tempête de neige.",A2
"Cette fois, c'est vous qui caricaturez !",A2
"On a pris les deux et on a des trucs à grignoter, car on ne sait pas combien de temps on va rester ici",A2
"Oui, bien sûr !",A2
"J'ai obtenu ce que je voulais, je suis satisfait.",A2
J'adore ça.,A2
Il nous arrive de procéder de cette façon de temps en temps.,A2
Il me reste une place.,A2
Le bureau est en face de la machine à café.,A2
Elle ne ressemble à aucune des filles que je connais.,A2
Je ne crois pas que les enfants vont réussir.,A2
Tu es vraiment la bienvenue.,A2
"Les premiers jours, nous ne lui avons rien dit et elle n'a parlé à personne.",A2
Je ne cherche pas quelque chose de précis,A2
J'ai cherché à te joindre il y a une heure.,A2
"Pas le casser, quoi.",A2
Tu n'as pas oublié ! Tu as nettoyé la maison.,A2
Je lui ai demandé ce que nous devions faire.,A2
Comment tu parles de ton père ?,A2
"Non, c'est en fonction de la facilité de la chanson.",A2
Il y a eu beaucoup de spectateurs et tout le monde a bien aimé la Fête.,A2
"Si l'école a une mission aujourd'hui, c'est bien celle-là.",A2
J'ai oublié de vous dire : elle s'appelle Sarah.,A2
Je vous remercie et je vous souhaite une très bonne journée.,A2
Vous avez une voiture mais vous l'utilisez peu ?,A2
je suis déjà en train de sortir du lit.,A2
"Ce qu'il aime par dessus tout, c'est le bricolage.",A2
L'histoire de ce livre est incroyable,A2
Il était une fois une petite fille de village.,A2
Je suis venu dès que j'ai appris la nouvelle.,A2
"Et dans votre pays, ça se passe comment ?",A2
Il était fatigué et il ne savait plus où aller.,A2
Je suis bien arrivé à Londres,A2
